fishname,fs,fishdate,day_temp,time_flow,time_react,tdiff,info,info_other,direction,stable10prev,change10,stable10after,FL,fishtype,loc_name,loc_x,loc_y,Unnamed: 3,flocs,fdist,stable10prev_v,stable10next_v,change10_v,change5,change5_v,change1,asfractprev5,asfractprev10,tsec,abs1,abs5,abs10,fsdir,success,absstable10,absstable10_v,fdistcm
fish81,low,25/03/2021,6.6,17:43:11,17:43:51,00:00:40,dir_change,stable,clock,15.7,-5.6,-10.55,16,farmed_loch,fish81,0.215035019299288,0.0515241166804172,,b,0.0203151433682908,5.53875236653326,0.724568837309472,1.17378779077727,-5.6,0.894427190999916,-5.6,-0.356687898089172,-0.356687898089172,40,5.6,5.6,5.6,low_clock,yes,15.7,5.53875236653326,1.21890860209745
fish84,high,27/03/2021,6.6,10:35:41,10:36:16,00:00:35,dir_change,dir change,clock,10.9,-10.3,-14.2,16,farmed_loch,fish84,0.202063417469264,0.860779497373258,,o6,0.0820712972840901,1.66332999331662,0.632455532033676,2.05750658160146,-9.6,1.51657508881031,-9.6,-0.880733944954128,-0.944954128440367,35,9.6,9.6,10.3,high_clock,yes,10.9,1.66332999331662,4.92427783704541
fish85,high,27/03/2021,6.6,11:03:58,11:10:12,00:06:14,swim_off,swims off,counter,19.1,-7.1,-7.1,16,farmed_loch,fish85,2.51608182171568,0.0073994246705231,,o19,0.0767153613174516,2.02484567313166,3.28125992061992,3.28125992061992,-7.1,3.28125992061992,-7.1,-0.371727748691099,-0.371727748691099,374,7.1,7.1,7.1,high_counter,dk,19.1,2.02484567313166,4.60292167904709
fish86,high,27/03/2021,6.6,11:32:15,11:32:35,00:00:20,dir_change,dir change,clock,19.6,7,-15.3,16,farmed_loch,fish86,1.8842851221776,0.393007743472357,,o17,0.0341238747984817,1.42984070596848,1.25166555703457,5.43650214343336,3,1.22474487139159,3,0.153061224489796,0.357142857142857,20,3,3,7,high_clock,yes,19.6,1.42984070596848,2.0474324879089
fish87,high,27/03/2021,6.6,11:59:02,11:59:40,00:00:38,dir_change,dir change,counter,19.1,-3.4,-7.1,16,farmed_loch,fish87,2.52330135553534,0.0425688593826706,,o19,0.0747118794792475,2.02484567313166,3.28125992061992,2.87518115371304,-5.2,2.04939015319192,-5.2,-0.272251308900524,-0.178010471204188,38,5.2,5.2,3.4,high_counter,yes,19.1,2.02484567313166,4.48271276875485
fish88,high,27/03/2021,6.6,12:33:10,12:33:28,00:00:18,dir_change,dir change,clock,17,8.4,-21.6,16,farmed_loch,fish88,2.77983246209684,0.181384907701671,,o12,0.0782880570782983,1.82574185835055,0.699205898780101,8.59198593005262,6.8,7.66159252375118,6.8,0.4,0.494117647058824,18,6.8,6.8,8.4,high_clock,yes,17,1.82574185835055,4.6972834246979
fish90,high,27/03/2021,6.6,13:28:21,13:28:43,00:00:22,dir_change,dir change,clock,19.6,3.9,-14.3,16,farmed_loch,fish90,0.781921250328657,0.0789389087127569,,o3,0.0350814984665453,2.54732975660571,0.823272602348565,3.95671019352638,2.6,1.51657508881031,2.6,0.13265306122449,0.198979591836735,22,2.6,2.6,3.9,high_clock,yes,19.6,2.54732975660571,2.10488990799272
fish91,high,27/03/2021,6.6,13:58:18,13:58:57,00:00:39,dir_change,beta,counter,20.2,-8.05,-9.6,16,farmed_loch,fish91,1.76234340549876,0.0995407259089068,,h9,0.0927801070368864,2.86937856222098,2.07899548393502,1.8020050561034,-9.1,1.24498995979887,-9.1,-0.45049504950495,-0.398514851485149,39,9.1,9.1,8.05,high_counter,yes,20.2,2.86937856222098,5.56680642221318
fish92,high,27/03/2021,6.6,14:32:35,14:33:05,00:00:30,swim_off,swim off,clock,-14.6,-2.95,7.45,16,farmed_loch,fish92,0.162921262675625,0.945397051577909,,h27,0.0482524757172947,0.459468291736341,3.02260005808097,2.4318488622628,-3.4,2.19089023002066,-3.4,0.232876712328767,0.202054794520548,30,3.4,3.4,2.95,high_clock,dk,14.6,0.459468291736341,2.89514854303768
fish93,high,27/03/2021,6.6,15:03:53,15:05:25,00:01:32,dir_change,dir change,counter,16.7,-9.5,-10.8,16,farmed_loch,fish93,1.34388716452752,0.0626612254839347,,o9,0.0807468413260913,2.79085809185793,2.04396129556745,1.35400640077266,-10.4,0.547722557505166,-10.4,-0.622754491017964,-0.568862275449102,92,10.4,10.4,9.5,high_counter,yes,16.7,2.79085809185793,4.84481047956548
fish94,high,27/03/2021,6.6,15:43:15,15:44:14,00:00:59,swim_off,swim off,clock,18.7,-12.9,-13.6,16,farmed_loch,fish94,1.48147980067535,0.0693589969679533,,o10,0.142982401641482,2.75075747143703,1.50554530541816,1.72884033065199,-13.2,1.92353840616713,-13.2,-0.705882352941176,-0.689839572192513,59,13.2,13.2,12.9,high_clock,dk,18.7,2.75075747143703,8.57894409848895
fish95,high,27/03/2021,6.6,16:10:40,16:11:35,00:00:55,dir_change,beta,counter,17.7,-15.6,-21.1,16,farmed_loch,fish95,2.61808363953518,0.10410822809135,,o18,0.0676769283798874,2.26323269290239,0.567646212197547,1.50554530541816,-15.4,1.94935886896179,-15.4,-0.870056497175141,-0.88135593220339,55,15.4,15.4,15.6,high_counter,yes,17.7,2.26323269290239,4.06061570279324
farmed98,high,28/03/2021,6.7,13:18:24,13:19:36,00:01:12,swim_off,swim off,counter,9.1,-13.2,-13.3,16,farmed_loch,farmed98,0.802790492625163,0.918085827497856,,o4,0.079639921435547,2.23358207570013,0.483045891539648,1.03279555898864,-12.6,0.894427190999916,-12.6,-1.38461538461538,-1.45054945054945,72,12.6,12.6,13.2,high_counter,dk,9.1,2.23358207570013,4.77839528613282
farmed99,high,28/03/2021,6.7,13:46:10,13:47:15,00:01:05,dir_change,dir change,clock,-15.15,24,23.2,16,farmed_loch,farmed99,0.220447966209957,0.0877198333289416,,h21,0.0563002115395341,0.818195847242238,1.25166555703457,2.04124145231932,23.6,2.30217288664427,23.6,-1.55775577557756,-1.58415841584158,65,23.6,23.6,24,high_clock,yes,15.15,0.818195847242238,3.37801269237204
farmed100,high,28/03/2021,6.7,14:14:26,14:16:21,00:01:55,dir_change,dir change,counter,9.3,-13,-12.9,16,farmed_loch,farmed100,1.62617738115362,0.923538503680898,,o13,0.104405656762537,1.63639169448448,1.19721899973786,1.15470053837925,-13,1.22474487139159,-13,-1.39784946236559,-1.39784946236559,115,13,13,13,high_counter,yes,9.3,1.63639169448448,6.2643394057522
farmed101,high,28/03/2021,6.7,14:41:30,14:44:04,00:02:34,swim_off,swim off,clock,-15.15,24.15,23.2,16,farmed_loch,farmed101,0.258860616978158,0.0639059377854478,,h21,0.0894942506061582,0.818195847242238,1.25166555703457,2.3576117859676,22.8,1.09544511501033,22.8,-1.50495049504951,-1.59405940594059,154,22.8,22.8,24.15,high_clock,dk,15.15,0.818195847242238,5.36965503636949
farmed102,high,28/03/2021,6.7,15:09:09,15:10:33,00:01:24,swim_off,swim off,counter,17.7,-20.9,-21.1,16,farmed_loch,farmed102,2.57440008173568,0.129270196376933,,o18,0.0897107223034113,2.26323269290239,0.567646212197547,0.737864787372622,-21,0.707106781186548,-21,-1.1864406779661,-1.18079096045198,84,21,21,20.9,high_counter,dk,17.7,2.26323269290239,5.38264333820468
farmed103,high,28/03/2021,6.7,15:35:29,15:36:25,00:00:56,dir_change,dir change,clock,16.7,-10.7,-10.8,16,farmed_loch,farmed103,1.12379169746042,0.0285655310058813,,o9,0.142892587685842,2.79085809185793,2.04396129556745,2.21359436211787,-12.4,1.34164078649987,-12.4,-0.74251497005988,-0.640718562874251,56,12.4,12.4,10.7,high_clock,yes,16.7,2.79085809185793,8.57355526115049
farmed108,high,28/03/2021,6.7,17:52:52,17:54:25,00:01:33,dir_change,dir change,counter,19.1,-9.3,-7.1,16,farmed_loch,farmed108,2.49415576742779,0.065748768426044,,o19,0.050527216165528,2.02484567313166,3.28125992061992,1.63639169448448,-9.2,1.6431676725155,-9.2,-0.481675392670157,-0.486910994764398,93,9.2,9.2,9.3,high_counter,yes,19.1,2.02484567313166,3.03163296993168
farmed110,high,28/03/2021,6.7,18:48:29,18:50:19,00:01:50,dir_change,"dir change and swim off, slow",counter,19.1,-8.4,-7.1,16,farmed_loch,farmed110,2.51755019658845,0.0764563605690138,,o19,0.0762528366264709,2.02484567313166,3.28125992061992,1.57762127549323,-7.6,1.67332005306815,-7.6,-0.397905759162304,-0.43979057591623,110,7.6,7.6,8.4,high_counter,yes,19.1,2.02484567313166,4.57517019758825
farmed111,high,28/03/2021,6.7,19:16:11,19:19:20,00:03:09,dir_change,dir change,clock,-16.6,19.55,19.55,16,farmed_loch,farmed111,0.333774151550331,0.767106117540698,,h23,0.196494998545345,1.50554530541816,1.64062996030996,1.64062996030996,19.55,1.64062996030996,19.55,-1.17771084337349,-1.17771084337349,189,19.55,19.55,19.55,high_clock,yes,16.6,1.50554530541816,11.7896999127207
farmed112,high,28/03/2021,6.7,19:44:04,19:44:35,00:00:31,dir_change,dir change,counter,19.1,-1.6,-7.1,16,farmed_loch,farmed112,2.44588181144446,0.0823476738418579,,o19,0.038553067355432,2.02484567313166,3.28125992061992,1.95505043981536,-2.8,1.6431676725155,-2.8,-0.146596858638743,-0.0837696335078534,31,2.8,2.8,1.6,high_counter,yes,19.1,2.02484567313166,2.31318404132592
farmed113,high,28/03/2021,6.7,20:11:26,20:11:33,00:00:07,swim_off,swims off,clock,-16.6,-16.6,19.55,16,farmed_loch,farmed113,0.23498948200344,0.752146792319204,,h23,0.101499403969731,1.50554530541816,1.64062996030996,1.50554530541816,-15.6,1.51657508881031,-15.6,0.939759036144578,1,7,15.6,15.6,16.6,high_clock,dk,16.6,1.50554530541816,6.08996423818383
wild1,high,03/05/2021,8.1,13:06:50,13:08:00,00:01:10,swim_off,"swims off, barely stable, first adjust postioins for a while but only now decides in needs to chagne holidng",clock,16.2,-13.8,-17.7,13,wild,wild1,2.74726761586092,0.900223540867622,,o14,0.209897468439704,1.31656117720877,1.25166555703457,1.87379590967403,-12.8,1.78885438199983,-12.8,-0.790123456790124,-0.851851851851852,70,12.8,12.8,13.8,high_clock,dk,16.2,1.31656117720877,12.5938481063823
wild3,high,03/05/2021,8.1,14:10:24,14:12:14,00:01:50,dir_change,,clock,10.9,-15.8,-14.2,13,wild,wild3,0.201208839703079,0.951501929262926,,o6,0.0223103983506813,1.66332999331662,0.632455532033676,1.75119007154183,-16.2,1.6431676725155,-16.2,-1.48623853211009,-1.44954128440367,110,16.2,16.2,15.8,high_clock,yes,10.9,1.66332999331662,1.33862390104088
wild5,high,03/05/2021,8.1,15:06:28,15:06:43,00:00:15,dir_change,,clock,18.5,13.4,-19.8,13,wild,wild5,2.73338579157107,0.514277046729031,,o15,0.101437675206852,1.35400640077266,0.632455532033676,6.71978835645555,16.2,5.76194411635517,16.2,0.875675675675676,0.724324324324324,15,16.2,16.2,13.4,high_clock,yes,18.5,1.35400640077266,6.08626051241112
wild6,high,03/05/2021,8.1,15:34:40,15:35:43,00:01:03,swim_off,swims off,counter,7.9,-10.2,-12.9,13,wild,wild6,1.75023315456709,0.959345503437864,,o11,0.020496552070023,1.59513148186739,1.19721899973786,1.47572957474524,-10.8,1.30384048104053,-10.8,-1.36708860759494,-1.29113924050633,63,10.8,10.8,10.2,high_counter,dk,7.9,1.59513148186739,1.22979312420138
wild7,high,03/05/2021,8.1,16:02:00,16:02:37,00:00:37,dir_change,changes direction but is first sideways accrosss...,clock,18,-7.2,-19.2,13,wild,wild7,2.72441989580906,0.30338230335593,,o22,0.0143384569038694,2.49443825784929,1.54919333848297,3.64539283053128,-7,2.64575131106459,-7,-0.388888888888889,-0.4,37,7,7,7.2,high_clock,yes,18,2.49443825784929,0.860307414232165
wild8,high,03/05/2021,8.1,16:31:20,16:32:21,00:01:01,dir_change,,counter,9.1,-11.3,-13.3,13,wild,wild8,0.825916356172565,0.941820859053163,,o4,0.0558249945172909,2.23358207570013,0.483045891539648,1.25166555703457,-12.2,1.09544511501033,-12.2,-1.34065934065934,-1.24175824175824,61,12.2,12.2,11.3,high_counter,yes,9.1,2.23358207570013,3.34949967103746
wild10,high,03/05/2021,8.1,17:25:27,17:27:08,00:01:41,dir_change,,counter,19.1,-8.7,-7.1,13,wild,wild10,2.40919611320049,0.0433662767557794,,o19,0.0394085444855234,2.02484567313166,3.28125992061992,2.35937844922485,-9,2.91547594742265,-9,-0.471204188481675,-0.455497382198953,101,9,9,8.7,high_counter,yes,19.1,2.02484567313166,2.3645126691314
wild11,high,03/05/2021,8.1,17:54:12,17:54:44,00:00:32,dir_change,changes direction but is first sideways accrosss...,clock,16.2,-5,-17.7,13,wild,wild11,2.75820521387961,0.8510717535888,,o14,0.164950901623284,1.31656117720877,1.25166555703457,1.76383420737639,-4.8,1.6431676725155,-4.8,-0.296296296296296,-0.308641975308642,32,4.8,4.8,5,high_clock,yes,16.2,1.31656117720877,9.89705409739706
wild12,high,04/05/2021,7.7,12:01:36,12:02:04,00:00:28,dir_change,,clock,16.2,-3.1,-17.7,13,wild,wild12,2.69719120855669,0.796524874688912,,o14,0.102869397693844,1.31656117720877,1.25166555703457,4.04007700696685,-5.2,2.04939015319192,-5.2,-0.320987654320988,-0.191358024691358,28,5.2,5.2,3.1,high_clock,yes,16.2,1.31656117720877,6.17216386163062
wild14,high,04/05/2021,7.7,12:57:21,12:57:50,00:00:29,swim_off,barely stable but swims off,clock,22.4,1.8,-15.5,13,wild,wild14,0.506573883957714,0.197962854997514,,o8,0.0672799662732409,1.7763883459299,1.58113883008419,2.0976176963403,2.2,1.09544511501033,2.2,0.0982142857142857,0.0803571428571429,29,2.2,2.2,1.8,high_clock,dk,22.4,1.7763883459299,4.03679797639445
wild15,high,04/05/2021,7.7,13:24:22,13:25:41,00:01:19,dir_change,,counter,17.7,-20.6,-21.1,13,wild,wild15,2.60898974499755,0.0599878334602497,,o18,0.109932439849999,2.26323269290239,0.567646212197547,0.699205898780101,-20.4,0.547722557505166,-20.4,-1.15254237288136,-1.1638418079096,79,20.4,20.4,20.6,high_counter,yes,17.7,2.26323269290239,6.59594639099996
wild17,high,04/05/2021,7.7,14:20:34,14:21:59,00:01:25,dir_change,,counter,17.7,-21,-21.1,13,wild,wild17,2.60752549402791,0.0652355921190963,,o18,0.106009676901596,2.26323269290239,0.567646212197547,0.666666666666667,-21.2,0.836660026534076,-21.2,-1.19774011299435,-1.1864406779661,85,21.2,21.2,21,high_counter,yes,17.7,2.26323269290239,6.36058061409579
wild18,high,04/05/2021,7.7,14:47:54,14:48:58,00:01:04,dir_change,,clock,-14.6,5.15,7.45,13,wild,wild18,0.112459033444219,0.919270137980487,,h27,0.0413829655571557,0.459468291736341,3.02260005808097,2.18644815981435,5.5,1.6583123951777,5.5,-0.376712328767123,-0.352739726027397,64,5.5,5.5,5.15,high_clock,yes,14.6,0.459468291736341,2.48297793342934
wild19,high,04/05/2021,7.7,15:15:58,15:16:12,00:00:14,swim_off,barely stable but swims off,counter,19.4,14.6,-16.3,13,wild,wild19,0.116766360421218,0.75851849797105,,o5,0.0673883880328278,0.966091783079296,1.41813649241218,5.39958846168442,15.2,4.76445169982864,15.2,0.783505154639175,0.752577319587629,14,15.2,15.2,14.6,high_counter,dk,19.4,0.966091783079296,4.04330328196967
wild20,high,04/05/2021,7.7,15:45:16,15:45:56,00:00:40,dir_change,,clock,-15.15,18.2,23.2,13,wild,wild20,0.194950428899305,0.0348668892223164,,h21,0.0388075621677285,0.818195847242238,1.25166555703457,4.41713833959399,20.4,2.50998007960223,20.4,-1.34653465346535,-1.2013201320132,40,20.4,20.4,18.2,high_clock,yes,15.15,0.818195847242238,2.32845373006371
wild21,high,04/05/2021,7.7,16:12:24,16:16:09,00:03:45,dir_change,,counter,17.7,-21.1,-21.1,13,wild,wild21,2.63780792951807,0.0739529456129417,,o18,0.086439183172277,2.26323269290239,0.567646212197547,0.567646212197547,-21.1,0.567646212197547,-21.1,-1.19209039548023,-1.19209039548023,225,21.1,21.1,21.1,high_counter,yes,17.7,2.26323269290239,5.18635099033662
wild25,high,05/05/2021,7.5,12:12:25,12:13:44,00:01:19,dir_change,,counter,19.1,-9.9,-7.1,13,wild,wild25,2.56884031813944,0.0389540110867874,,o19,0.120340446999409,2.02484567313166,3.28125992061992,2.55821118057999,-9.6,3.78153408023781,-9.6,-0.50261780104712,-0.518324607329843,79,9.6,9.6,9.9,high_counter,yes,19.1,2.02484567313166,7.22042681996456
wild26,high,05/05/2021,7.5,12:39:14,12:39:33,00:00:19,dir_change,barely stable but changes direction,clock,16.2,6.6,-17.7,13,wild,wild26,2.7428248544206,0.833313554873709,,o14,0.143607729972247,1.31656117720877,1.25166555703457,6.07728009337511,3,1.22474487139159,3,0.185185185185185,0.407407407407407,19,3,3,6.6,high_clock,yes,16.2,1.31656117720877,8.61646379833484
wild27,high,05/05/2021,7.5,13:05:54,13:07:01,00:01:07,dir_change,dir change,counter,19.6,-12.9,-14.3,13,wild,wild27,0.750981405795032,0.0602813933672169,,o3,0.0208563943871037,2.54732975660571,0.823272602348565,1.66332999331662,-13.8,0.836660026534076,-13.8,-0.704081632653061,-0.658163265306122,67,13.8,13.8,12.9,high_counter,yes,19.6,2.54732975660571,1.25138366322622
wild30,high,05/05/2021,7.5,14:27:28,14:27:54,00:00:26,swim_off,swims off,clock,-15.95,6.85,24.6,13,wild,wild30,0.387016690003611,0.0506721189104867,,h30,0.0925112079705788,1.01242283656583,2.51440295541948,4.4724465092137,6.2,4.32434966208793,6.2,-0.38871473354232,-0.429467084639498,26,6.2,6.2,6.85,high_clock,dk,15.95,1.01242283656583,5.55067247823473
